initial_position,initial_velocity,mass,time,location
6902,93,87,22,6571.5599999999995
3305,77,724,13,3476.21
717,4,619,16,-475.96000000000004
1596,45,609,52,-9340.640000000001
1943,86,327,85,-26221.75
6288,83,532,75,-15105.75
5414,46,35,86,-26944.36
4557,4,797,87,-32258.79
4686,62,643,18,4211.16
2782,67,770,29,595.6899999999996
6441,84,254,18,6362.16
7349,51,729,21,6254.6900000000005
451,40,11,3,526.81
5805,25,751,15,5075.25
3943,93,358,35,1183.25
6436,49,944,7,6538.41
9145,11,372,8,8918.76
3969,3,265,40,-3767.0
9896,74,879,24,8843.84
4472,91,621,3,4700.81
9199,60,569,91,-26000.71
7391,71,741,91,-26807.71
2819,42,528,63,-14022.79
361,50,234,75,-23507.75
733,78,308,82,-25885.840000000004
767,11,587,29,-3043.3100000000004
6210,67,306,3,6366.81
5555,99,230,43,733.4099999999999
3214,28,875,88,-32345.04
124,66,570,16,-76.96000000000004
9120,83,685,23,8431.61
2150,25,582,67,-18215.99
8182,42,999,20,7058.0
2165,75,749,17,2021.01
3141,4,783,48,-7979.639999999999
4871,87,166,34,2153.04
5609,61,154,2,5711.36
6107,59,692,59,-7503.709999999999
843,18,479,57,-14083.59
2333,38,880,70,-19066.0
2486,83,81,2,2632.36
8231,16,875,10,7900.0
2015,98,417,15,2380.25
6404,62,590,35,2559.25
5116,65,432,57,-7131.59
9823,47,545,43,2765.41
7810,14,612,59,-8455.71
3641,82,770,56,-7164.76
8163,9,62,86,-27377.36
8011,80,618,31,5772.49
6713,50,920,42,151.76000000000022
9112,47,441,10,9091.0
4322,3,805,61,-13765.11
8755,91,248,96,-27759.559999999998
3516,98,328,66,-11403.96
7096,31,366,24,5011.84
9750,29,692,51,-1541.9099999999999
3319,27,531,92,-35755.24
9892,12,384,10,9521.0
5498,13,640,36,-397.3600000000006
9970,24,98,81,-20300.510000000002
5265,41,861,6,5334.24
9179,88,135,34,6495.04
9815,98,724,62,-2983.040000000001
9341,83,170,9,9690.29
99,10,227,50,-11676.0
1783,33,860,41,-5117.710000000001
8592,65,838,89,-24515.11
9399,97,459,95,-25698.75
682,65,507,13,697.2099999999999
6805,10,493,33,1788.0100000000002
2896,61,813,28,754.56
6260,43,865,23,4651.610000000001
7450,22,146,28,4216.5599999999995
8555,20,631,99,-37587.91
5872,60,476,2,5972.36
3374,29,686,42,-4069.24
7998,80,277,78,-15634.440000000002
7216,60,773,35,3301.25
7416,15,504,19,5928.49
3093,20,328,37,-2888.79
9328,33,342,34,4774.04
8100,66,469,70,-11339.0
8211,29,116,5,8233.25
1386,53,853,19,620.49
7086,93,733,61,-5511.110000000001
7599,2,632,50,-4576.0
2758,64,646,93,-33756.590000000004
5446,62,25,40,70.0
8323,14,851,25,5604.25
3449,79,385,43,-2232.59
2142,70,776,52,-7494.640000000001
9721,92,848,12,10117.96
2620,68,773,2,2736.36
9706,76,556,98,-30001.64
7224,59,598,61,-7447.110000000001
8624,35,846,94,-31470.760000000002
3406,24,127,47,-6312.1900000000005
3822,20,247,56,-10455.76
6724,93,801,9,7163.29
9667,8,626,79,-20344.31
8607,67,815,2,8721.36
4151,19,892,79,-24991.31
1576,10,771,75,-25292.75
6946,78,788,84,-21146.96
2069,8,40,68,-20090.84
7899,82,160,45,1646.25
2118,21,563,4,2123.44
996,98,636,66,-13923.96
5640,67,726,25,4246.25
3352,75,558,27,1797.6099999999997
4082,96,705,49,-3002.91
3368,77,919,84,-24808.96
3109,60,204,81,-24245.510000000002
5926,84,145,33,3351.01
4820,91,795,28,3518.56
8163,36,556,16,7482.04
3420,4,570,41,-4669.710000000001
8224,29,51,29,4935.69
2340,81,443,11,2636.89
8001,21,590,12,7545.96
4126,62,817,48,-4210.639999999999
6054,92,82,10,6483.0
8465,92,863,5,8802.25
9249,81,520,42,3989.76
4727,3,140,60,-12769.0
3244,76,966,97,-35582.19
5737,81,157,70,-12652.0
7714,14,866,35,2189.25
9697,13,798,9,9416.29
8641,60,235,75,-14477.75
1286,65,981,14,1233.6399999999999
1260,78,966,40,-3476.0
4492,98,717,32,2600.16
6242,17,611,37,149.21000000000004
2695,1,154,83,-31046.989999999998
9603,7,548,84,-24453.96
5775,65,650,61,-8530.11
7662,11,319,2,7664.36
1813,27,833,6,1798.24
2632,88,589,37,-833.79
2095,78,128,3,2284.81
1953,35,363,30,-1416.0
7358,14,373,97,-37482.19
9416,50,137,18,8725.16
6637,98,104,37,3541.21
2542,25,66,13,2037.21
29,23,176,43,-8060.59
7435,49,905,27,5178.61
671,60,857,97,-39707.19
6711,47,503,49,-2774.91
6542,10,178,18,5131.16
6629,68,129,99,-34761.91
2102,42,46,3,2183.81
2132,42,908,91,-34705.71
9250,55,575,30,6481.0
5970,42,575,58,-8111.240000000002
4502,17,340,52,-7890.640000000001
6586,17,696,2,6600.36
9555,79,346,13,9752.21
2739,5,520,74,-23778.16
8054,58,187,16,7725.04
613,88,296,41,-4032.710000000001
4866,12,123,7,4709.41
1629,74,52,82,-25317.840000000004
6777,97,32,58,-4114.240000000002
812,35,308,31,-2821.51
8170,5,494,57,-7497.59
3756,8,84,82,-28602.840000000004
8313,63,816,6,8514.24
3908,62,416,64,-12235.36
8633,57,164,78,-16793.440000000002
9770,23,537,4,9783.44
8683,30,704,73,-15292.39
3949,73,10,47,-3466.1900000000005
4123,8,519,20,2319.0
1766,52,300,17,1231.01
494,57,332,57,-12209.59
8251,69,253,23,7240.610000000001
9705,53,273,80,-17479.0
3034,77,980,59,-9514.71
3916,21,333,63,-14248.79
4863,28,80,47,-4667.1900000000005
6583,92,657,64,-7640.360000000001
2764,79,188,89,-29097.11
3134,82,206,79,-21031.31
7685,10,150,67,-13685.990000000002
8571,3,896,96,-36391.56
8362,5,687,81,-23447.510000000002
5673,76,721,33,2834.01
304,63,902,50,-8821.0
7394,63,456,23,6245.610000000001
2803,75,928,94,-33531.76
4337,96,720,89,-26011.11
2694,12,126,87,-33425.79
9544,49,435,85,-21765.75
9951,12,889,11,9488.89
3002,70,256,83,-25012.989999999998
5806,13,995,22,3715.56
5421,82,350,15,5546.25
7666,60,110,5,7843.25
4667,68,713,42,-1138.2399999999998
9082,90,137,47,2465.8099999999995
4695,1,762,97,-41406.19
4697,43,566,57,-8804.59
6670,30,827,54,-6027.560000000001
9408,79,196,37,5609.21
8144,42,938,11,8011.89
736,34,930,29,-2407.3100000000004
9924,18,129,52,-2416.6400000000012
4319,78,341,72,-15518.440000000002
9392,13,386,61,-8085.110000000001
1614,41,18,39,-4255.110000000001
5961,54,758,63,-10124.79
3157,94,276,82,-22149.840000000004
6139,24,240,12,5719.96
1508,85,215,32,-799.8400000000001
6568,65,71,25,5124.25
9444,62,171,32,6400.16
5400,35,649,93,-33811.590000000004
8229,74,627,67,-8853.990000000002
5192,45,157,95,-34845.75
5775,5,59,71,-18621.31
1563,27,47,26,-1054.1600000000003
1458,77,260,51,-7385.91
7516,25,188,12,7108.96
7509,87,926,68,-9278.84
5980,64,781,76,-17516.16
465,52,522,38,-4649.04
1529,54,564,32,-1770.8400000000001
2833,53,583,26,891.8399999999997
8605,2,356,2,8589.36
7184,77,704,33,4378.01
9673,99,8,5,10045.25
3404,44,855,20,2320.0
26,73,918,84,-28486.96
627,75,168,81,-25512.510000000002
3326,55,776,7,3470.41
5361,10,771,67,-16009.990000000002
2947,80,79,5,3224.25
2658,40,29,76,-22662.16
5687,18,205,9,5451.29
6185,79,238,96,-31481.559999999998
3550,88,510,98,-34981.64
3306,82,25,67,-13240.990000000002
9124,94,63,13,9516.21
4567,58,65,74,-18028.16
9981,12,830,94,-32275.760000000002
8999,4,421,47,-1659.1900000000005
3381,94,758,68,-12930.84
4788,82,785,12,5064.96
485,99,666,96,-35261.56
9131,22,45,1,9148.09
257,5,214,87,-36471.79
3349,36,122,31,-253.51000000000022
920,34,18,26,-1515.1600000000003
6067,12,942,13,5393.21
8101,76,349,91,-25642.71
3090,23,450,17,2062.01
3054,76,467,13,3212.21
1962,15,17,16,945.04
1862,25,156,48,-8250.64
3247,16,284,13,2625.21
2011,4,898,1,2010.09
4933,19,229,55,-8874.75
7989,58,553,31,5068.49
8726,31,872,78,-18728.440000000002
320,56,906,45,-7102.75
2592,3,232,39,-4759.110000000001
3588,12,418,97,-41446.19
4117,22,24,85,-29487.75
9994,79,249,47,2860.8099999999995
6068,26,195,4,6093.44
209,76,496,88,-31126.04
9627,7,266,67,-11944.990000000002
9395,46,663,92,-27931.239999999998
6058,71,755,63,-8956.79
8736,49,311,90,-26625.0
9093,92,716,79,-14282.310000000001
6910,86,960,8,7283.76
8215,7,288,72,-16734.440000000002
52,56,55,29,-2453.3100000000004
7889,5,595,75,-19354.75
9061,44,207,6,9148.24
1464,57,945,3,1590.81
6938,65,195,56,-4819.76
3760,2,410,8,3461.76
3842,15,859,86,-31182.36
6214,75,455,48,-1498.6399999999994
9703,18,346,44,989.2399999999998
2309,75,231,84,-26035.96
5864,63,669,76,-17708.16
7533,36,210,86,-25685.36
5937,79,945,47,-1196.1900000000005
9452,44,305,98,-33391.64
1630,13,799,77,-26480.39
2325,93,310,15,2615.25
627,77,195,79,-23933.31
708,26,219,90,-36723.0
9815,45,795,84,-21049.96
3077,91,119,11,3483.89
3779,14,837,64,-15436.36
8051,72,397,27,6415.61
6961,59,843,18,6432.16
8756,28,386,96,-33806.56
9051,29,75,73,-14997.39
6075,4,83,79,-24252.31
4975,18,608,2,4991.36
5132,86,24,90,-26899.0
5819,31,763,34,1197.04
7036,28,85,14,6465.64
9821,89,81,8,10218.76
1262,50,286,63,-15075.79
6245,70,80,27,4555.61
4140,36,320,28,1298.56
9763,47,810,82,-19397.840000000004
8130,22,831,21,6426.6900000000005
4899,41,572,85,-27090.75
7476,48,129,28,4970.5599999999995
4849,98,994,38,1482.96
8632,65,71,86,-22092.36
6660,65,104,23,5557.610000000001
7404,95,527,59,-4082.709999999999
8557,21,933,38,2264.96
2911,53,616,55,-9026.75
2981,48,996,35,-1353.75
1402,11,480,5,1334.25
4533,92,348,45,-1269.75
9162,85,763,4,9423.44
1850,48,497,79,-25001.31
3402,43,651,10,3341.0
8011,77,707,55,-2606.75
175,20,793,94,-41329.76
2010,54,183,94,-36298.76
6015,45,59,13,5770.21
5413,93,996,89,-25202.11
1832,14,217,99,-44904.91
5430,75,428,41,251.28999999999905
6342,97,59,8,6803.76
5082,31,239,46,-3881.5599999999995
6060,9,726,36,20.639999999999418
4862,69,405,4,5059.44
5659,22,524,4,5668.44
970,50,748,26,-1049.1600000000003
6265,3,812,17,4897.01
1668,56,751,67,-16620.99
372,62,610,99,-41612.91
9088,54,747,28,6750.5599999999995
8310,65,984,21,7509.6900000000005
9123,86,719,94,-26177.760000000002
336,91,667,16,535.04
8057,44,699,17,7386.01
4626,40,622,3,4701.81
4240,2,292,16,3015.04
5237,33,175,85,-27432.75
8875,66,908,57,-3315.59
9225,2,510,16,8000.04
6887,48,163,15,6502.25
4167,16,724,53,-8777.19
6834,22,927,35,1589.25
8088,4,607,17,6737.01
8566,2,679,92,-32808.24
2484,59,379,91,-32806.71
480,3,519,34,-5093.96
4092,64,750,69,-14868.510000000002
1565,78,945,6,1856.24
2913,10,104,67,-18457.99
1515,64,397,37,-2838.79
5336,54,46,52,-5132.640000000001
7950,18,715,2,7966.36
597,97,278,3,843.81
9744,52,426,5,9881.25
7261,5,816,58,-8966.240000000002
6022,38,890,60,-9374.0
629,10,283,33,-4387.99
9249,50,559,24,7620.84
6733,75,156,83,-20866.989999999998
4731,41,258,73,-18441.39
3520,27,335,75,-22073.75
8431,77,608,49,415.09000000000015
8106,80,402,50,-169.0
2230,52,266,52,-8342.640000000001
9200,13,534,83,-23545.989999999998
4479,50,516,15,4124.25
2128,29,298,87,-32512.79
3853,68,531,36,-62.36000000000058
9330,33,427,66,-9879.96
1951,96,934,96,-34083.56
7853,71,68,30,5564.0
8721,75,946,52,-655.6400000000012
59,49,771,9,102.28999999999996
8837,93,924,55,-900.75
6360,29,132,16,5567.04
2034,41,76,5,2116.25
9339,98,581,30,7860.0
9040,30,551,41,2016.289999999999
9831,11,174,70,-13458.0
5522,35,271,95,-35465.75
4154,58,709,59,-9515.71
263,29,378,76,-25893.16
3963,11,382,93,-37480.590000000004
2226,73,73,77,-21264.39
774,92,751,17,919.01
214,95,977,14,581.64
8302,3,746,36,2046.6399999999994
8756,2,788,63,-10605.79
8410,46,158,52,-2474.6400000000012
3041,70,566,51,-6159.91
2047,17,852,42,-5900.24
8716,35,523,67,-10979.990000000002
6189,29,737,1,6213.09
2865,61,27,24,1500.8400000000001
7939,56,13,49,-1105.9099999999999
8388,81,502,91,-24900.71
3433,63,185,71,-16845.31
5186,57,262,8,5327.76
3362,73,615,43,-2577.59
5346,81,678,64,-9581.36
1142,31,66,29,-2088.3100000000004
5672,41,759,15,5182.25
4055,62,530,49,-4695.91
3040,4,461,79,-27287.31
2272,83,789,34,-581.96
4402,52,913,85,-26652.75
5402,66,778,14,5363.64
217,87,44,50,-7708.0
1479,97,166,66,-13506.96
8970,29,467,80,-20134.0
5192,25,949,29,1787.6899999999996
4202,65,682,53,-6145.1900000000005
1933,22,249,8,1794.76
3128,48,86,96,-37514.56
4988,90,169,57,-5834.59
3606,90,530,99,-35606.91
2026,74,398,6,2293.24
5190,90,569,40,934.0
3672,92,845,99,-35342.91
2146,5,317,73,-23654.39
8476,96,290,34,6064.04
6999,69,126,53,-3136.1900000000005
1654,77,50,11,1906.8899999999999
5018,36,78,41,-1759.710000000001
9384,26,285,98,-35223.64
6901,86,280,24,6136.84
1094,77,7,26,-223.1600000000003
9078,40,275,76,-16242.16
4799,49,816,56,-7854.76
776,32,783,79,-27339.31
4351,69,658,65,-11908.75
9530,20,979,50,-1745.0
1971,74,426,19,1604.49
5146,9,322,14,4309.64
9818,52,351,81,-18184.510000000002
7914,47,171,65,-9775.75
9627,20,969,42,1805.7600000000002
3232,86,947,60,-9284.0
9318,11,996,84,-24402.96
2317,82,99,52,-6695.640000000001
539,9,316,65,-19620.75
7142,54,502,36,2722.6399999999994
5748,18,982,9,5512.29
2208,40,476,68,-17775.84
3732,24,862,23,1686.6100000000001
9507,31,642,82,-20965.840000000004
9717,99,586,97,-26878.190000000002
9592,40,982,13,9282.21
4109,14,89,14,3342.64
9476,84,355,32,7136.16
7773,96,196,73,-11384.39
8118,8,127,3,8097.81
137,16,195,12,-378.03999999999996
817,50,468,91,-35292.71
665,13,405,34,-4568.96
8883,81,823,85,-19706.75
1087,69,40,79,-24105.31
8899,33,313,98,-35022.64
6772,1,11,14,5823.64
5570,9,839,97,-39755.19
4289,66,770,69,-14533.510000000002
7231,34,869,12,6931.96
8512,4,390,52,-4556.640000000001
4326,70,83,35,761.25
8771,36,766,33,4612.01
7340,81,288,16,7379.04
4173,75,935,11,4403.89
2859,40,140,88,-31644.04
5083,6,942,68,-17212.84
6907,28,120,85,-26187.75
6599,83,863,7,6939.41
6396,52,66,56,-6089.76
9313,41,137,55,-3284.75
5553,40,9,53,-6119.1900000000005
9835,60,150,90,-24536.0
5677,36,861,94,-34323.76
1660,4,117,95,-42272.75
8422,84,460,70,-9757.0
8243,92,231,49,962.0900000000001
7088,3,352,46,-3163.5599999999995
5211,8,169,70,-18288.0
1828,82,288,61,-11440.11
5926,57,47,44,-1071.7600000000002
1649,80,64,38,-2401.04
7891,91,942,15,8151.25
7083,21,904,11,6719.89
4281,74,496,63,-10544.79
1740,53,709,73,-20556.39
4488,6,194,10,4057.0
9566,19,362,87,-25944.79
6599,85,830,72,-12734.440000000002
1028,21,878,25,-1515.75
8666,46,633,23,7126.610000000001
8721,41,115,54,-3382.5600000000013
9224,9,855,71,-14888.310000000001
2965,18,142,81,-27791.510000000002
6027,67,230,98,-34562.64
5980,96,760,87,-22831.79
1607,88,4,83,-24913.989999999998
4166,27,779,33,-289.9899999999998
8031,83,773,77,-14689.39
6336,50,964,19,5513.49
7004,83,347,11,7322.89
3134,83,277,34,280.03999999999996
400,52,964,64,-16383.36
3424,92,932,48,-3472.6399999999994
8221,62,750,41,2509.289999999999
9293,51,559,43,2407.41
9504,52,791,19,8719.49
6925,60,536,16,6628.04
5358,95,55,45,-309.75
4954,92,971,85,-22700.75
1079,90,359,32,-1068.8400000000001
4812,73,283,74,-16673.16
3138,1,458,11,2554.89
3007,2,540,57,-12831.59
4306,89,118,45,-1631.75
134,60,239,93,-36752.590000000004
1613,68,634,85,-28081.75
2180,15,602,81,-28819.510000000002
4100,16,545,35,-1354.75
7589,6,735,69,-15373.510000000002
6492,98,175,22,6271.5599999999995
9303,11,624,2,9305.36
8141,92,844,89,-22563.11
9183,94,357,60,-2853.0
3307,7,880,75,-23786.75
8324,67,547,28,6350.5599999999995
5603,31,570,72,-17618.440000000002
3589,74,203,10,3838.0
8903,15,126,27,5728.61
9074,15,429,37,2907.21
5954,11,150,53,-7255.1900000000005
2251,17,644,52,-10141.640000000001
2221,67,965,93,-34014.590000000004
1617,75,222,22,890.56
3319,68,189,90,-30332.0
1121,51,590,10,1140.0
8842,39,552,80,-19462.0
6052,20,685,42,-1769.2399999999998
5835,90,390,63,-7982.790000000001
9534,35,93,41,2715.289999999999
758,52,391,10,787.0
1709,59,304,86,-29531.36
7454,6,597,98,-39113.64
9113,87,324,51,779.0900000000001
3108,96,392,50,-4367.0
8399,55,963,88,-24784.04
3056,11,431,54,-10667.560000000001
2822,43,449,85,-28997.75
4165,86,348,97,-33691.19
5543,47,500,60,-9313.0
2093,62,818,57,-10325.59
8824,43,517,96,-32298.559999999998
6137,97,505,88,-23350.04
3518,72,675,94,-33098.76
9474,88,848,32,7262.16
538,29,496,26,-2027.1600000000003
7475,78,540,44,1401.2399999999998
6462,51,832,31,3324.49
2939,40,863,58,-11258.240000000002
8680,16,265,74,-17023.16
5918,32,65,46,-2999.5599999999995
7679,64,930,48,-561.6399999999994
1016,53,155,8,1125.76
6063,4,376,45,-3699.75
214,5,991,34,-5291.96
7974,28,61,69,-13470.510000000002
403,97,243,23,36.61000000000013
7455,71,922,74,-14178.16
3500,17,123,48,-6996.639999999999
3143,3,135,97,-42764.19
1555,29,139,57,-12744.59
4462,67,813,19,3962.49
4285,35,607,1,4315.09
860,73,534,64,-14579.36
7498,70,882,51,-1702.9099999999999
88,18,741,49,-10818.91
4584,25,755,52,-7392.640000000001
6898,83,654,19,6702.49
9247,34,587,23,7431.610000000001
3283,93,346,11,3711.89
7545,13,557,73,-17671.39
5033,62,21,40,-343.0
4016,1,451,93,-38357.590000000004
9713,20,266,38,3382.96
8790,17,704,17,7660.01
6648,62,44,99,-35336.91
3147,23,225,65,-16102.75
7768,61,793,18,7275.16
6484,64,13,22,5515.5599999999995
9489,3,901,41,1358.289999999999
6740,8,192,46,-3281.5599999999995
1997,20,225,33,-2689.99
1966,48,356,37,-2979.79
658,13,123,45,-8699.75
1769,92,102,6,2144.24
6153,43,441,83,-24102.989999999998
5827,77,573,63,-8809.79
1686,56,221,1,1737.09
9016,48,183,50,-859.0
1493,86,633,88,-28962.04
34,92,677,7,437.40999999999997
1113,87,557,40,-3263.0
8578,4,758,95,-35354.75
9730,79,530,11,10004.89
762,42,726,81,-28050.510000000002
483,32,403,68,-20044.84
8572,17,658,20,6948.0
3518,29,651,94,-37140.76
4545,3,965,97,-41362.19
7338,35,12,54,-5089.560000000001
2323,95,915,66,-12794.96
8202,36,329,41,1424.289999999999
6981,37,186,74,-17168.16
7582,57,702,28,5328.5599999999995
7107,80,794,35,3892.25
1908,80,208,30,-111.0
2914,75,897,1,2984.09
8395,73,655,22,7624.5599999999995
8912,67,662,18,8527.16
5470,10,164,94,-36974.76
4695,8,919,25,1826.25
9310,20,402,18,8079.16
4535,57,159,7,4693.41
5647,97,702,75,-14696.75
9225,97,16,17,9455.01
6365,24,563,63,-11610.79
2587,64,97,62,-12319.04
7593,3,673,68,-14906.84
6987,69,315,74,-14794.16
6587,56,616,97,-34179.19
8366,30,167,75,-17002.75
1562,34,261,95,-39520.75
2929,59,939,58,-10166.240000000002
6662,69,680,8,6899.76
2437,17,86,82,-29183.840000000004
1735,91,183,29,244.6899999999996
4230,5,851,72,-20863.440000000002
1487,59,516,27,-499.3900000000003
1186,41,996,82,-28466.840000000004
9944,41,625,12,9728.96
529,55,729,84,-29495.96
7939,87,943,42,2931.76
6034,97,299,57,-4389.59
1373,91,811,66,-14008.96
1919,7,970,49,-9526.91
1367,50,916,66,-16720.96
8258,67,376,61,-5925.110000000001
8536,92,183,99,-30478.910000000003
4855,78,501,41,-200.71000000000095
9466,2,914,89,-29248.11
2245,52,540,14,2010.6399999999999
2454,54,564,61,-12522.11
190,51,607,52,-10434.640000000001
7847,10,440,7,7676.41
8276,10,664,37,1924.21
5552,13,844,12,5000.96
1790,94,975,4,2087.44
7160,82,3,17,7135.01
5919,95,927,23,5506.610000000001
3863,42,504,24,2042.8400000000001
3496,38,110,47,-5564.1900000000005
3581,39,151,11,3415.89
3738,93,898,59,-7866.709999999999
5791,22,994,79,-23114.31
4182,77,22,89,-27857.11
1693,56,63,95,-37299.75
5743,84,316,75,-15575.75
655,60,834,62,-14499.04
2869,15,124,79,-26589.31
5790,45,690,97,-36043.19
1656,36,66,74,-22567.16
1852,34,740,34,-2667.96
9785,18,77,10,9474.0
7574,92,529,14,7899.64
1437,80,207,47,-5649.1900000000005
3771,10,837,49,-7527.91
1970,92,843,25,1201.25
6509,46,334,30,3470.0
9376,79,772,20,8992.0
5500,65,144,55,-5777.75
2295,65,227,40,-2961.0
6338,86,379,46,-95.55999999999949
2219,85,501,37,-1357.79
3369,93,659,3,3603.81
9494,12,251,7,9337.41
6236,83,397,73,-13870.39
6013,90,967,93,-28083.590000000004
3024,93,899,57,-7627.59
2814,19,460,73,-21964.39
3925,95,266,47,-2456.1900000000005
3682,14,112,41,-3997.710000000001
2707,52,66,76,-21701.16
6764,62,533,77,-17573.39
5475,16,406,88,-31140.04
8267,68,955,71,-11656.310000000001
2806,76,876,39,-1698.1100000000006
7742,43,853,36,2926.6399999999994
2259,26,411,33,-2229.99
9230,77,993,32,6666.16
8344,87,662,89,-22805.11
2865,21,580,38,-3427.04
6927,80,676,80,-18097.0
7388,16,202,82,-24314.840000000004
8274,60,983,22,7217.5599999999995
1924,36,392,62,-14718.04
8210,98,992,14,8619.64
8551,42,864,96,-32667.559999999998
8422,91,314,25,7628.25
861,39,390,1,895.09
1255,4,226,26,-1960.1600000000003
9267,29,788,27,6470.61
6993,11,472,43,-1612.5900000000001
1007,46,921,49,-8527.91
2949,24,49,62,-14437.04
3661,3,365,19,1945.49
